instance,populationSize,crossoverProb,mutationProb,run,hv,timeMillis,n_points,n_nd
instancia_mediana.json,120,0.7,0.1,27,325.0,440.0,1,1
instancia_mediana.json,120,0.7,0.1,28,350.0,447.0,1,1
instancia_mediana.json,120,0.7,0.1,29,350.0,427.0,1,1
instancia_mediana.json,120,0.7,0.2,0,350.0,472.0,1,1
instancia_mediana.json,120,0.7,0.2,1,350.0,438.0,1,1
instancia_mediana.json,120,0.7,0.2,2,350.0,449.0,1,1
instancia_mediana.json,120,0.7,0.2,3,325.0,459.0,1,1
instancia_mediana.json,120,0.7,0.2,4,350.0,463.0,1,1
instancia_mediana.json,120,0.7,0.2,5,350.0,450.0,1,1
instancia_mediana.json,120,0.7,0.2,6,350.0,453.0,1,1
instancia_mediana.json,120,0.7,0.2,7,350.0,473.0,1,1
instancia_mediana.json,120,0.7,0.2,8,350.0,437.0,1,1
instancia_mediana.json,120,0.7,0.2,9,350.0,469.0,1,1
instancia_mediana.json,120,0.7,0.2,10,325.0,459.0,1,1
instancia_mediana.json,120,0.7,0.2,11,375.0,477.0,1,1
instancia_mediana.json,120,0.7,0.2,12,350.0,465.0,1,1
instancia_mediana.json,120,0.7,0.2,13,350.0,462.0,1,1
instancia_mediana.json,120,0.7,0.2,14,273.0,471.0,2,2
instancia_mediana.json,120,0.7,0.2,15,350.0,446.0,1,1
instancia_mediana.json,120,0.7,0.2,16,350.0,457.0,1,1
instancia_mediana.json,120,0.7,0.2,17,275.0,440.0,1,1
instancia_mediana.json,120,0.7,0.2,18,350.0,447.0,1,1
instancia_mediana.json,120,0.7,0.2,19,350.0,452.0,1,1
instancia_mediana.json,120,0.7,0.2,20,300.0,433.0,1,1
instancia_mediana.json,120,0.7,0.2,21,300.0,475.0,1,1
instancia_mediana.json,120,0.7,0.2,22,350.0,511.0,1,1
instancia_mediana.json,120,0.7,0.2,23,346.0,492.0,2,2
instancia_mediana.json,120,0.7,0.2,24,300.0,460.0,1,1
instancia_mediana.json,120,0.7,0.2,25,350.0,470.0,1,1
instancia_mediana.json,120,0.7,0.2,26,350.0,510.0,1,1
instancia_mediana.json,120,0.7,0.2,27,300.0,500.0,1,1
instancia_mediana.json,120,0.7,0.2,28,325.0,524.0,1,1
instancia_mediana.json,120,0.7,0.2,29,350.0,510.0,1,1
instancia_mediana.json,120,0.9,0.05,0,275.0,487.0,1,1
instancia_mediana.json,120,0.9,0.05,1,350.0,458.0,1,1
instancia_mediana.json,120,0.9,0.05,2,342.0,501.0,2,2
instancia_mediana.json,120,0.9,0.05,3,325.0,449.0,1,1
instancia_mediana.json,120,0.9,0.05,4,350.0,556.0,1,1
instancia_mediana.json,120,0.9,0.05,5,275.0,547.0,1,1
instancia_mediana.json,120,0.9,0.05,6,350.0,548.0,1,1
instancia_mediana.json,120,0.9,0.05,7,223.0,506.0,2,2
instancia_mediana.json,120,0.9,0.05,8,248.0,522.0,2,2
instancia_mediana.json,120,0.9,0.05,9,300.0,620.0,1,1
instancia_mediana.json,120,0.9,0.05,10,275.0,456.0,1,1
instancia_mediana.json,120,0.9,0.05,11,350.0,551.0,1,1
instancia_mediana.json,120,0.9,0.05,12,350.0,476.0,1,1
instancia_mediana.json,120,0.9,0.05,13,374.0,470.0,2,2
instancia_mediana.json,120,0.9,0.05,14,275.0,458.0,1,1
instancia_mediana.json,120,0.9,0.05,15,375.0,496.0,1,1
instancia_mediana.json,120,0.9,0.05,16,325.0,471.0,1,1
instancia_mediana.json,120,0.9,0.05,17,300.0,453.0,1,1
instancia_mediana.json,120,0.9,0.05,18,350.0,499.0,1,1
instancia_mediana.json,120,0.9,0.05,19,325.0,478.0,1,1
instancia_mediana.json,120,0.9,0.05,20,270.0,486.0,2,2
instancia_mediana.json,120,0.9,0.05,21,300.0,450.0,1,1
instancia_mediana.json,120,0.9,0.05,22,350.0,442.0,1,1
instancia_mediana.json,120,0.9,0.05,23,200.0,499.0,1,1
instancia_mediana.json,120,0.9,0.05,24,350.0,462.0,1,1
instancia_mediana.json,120,0.9,0.05,25,324.0,465.0,2,2
instancia_mediana.json,120,0.9,0.05,26,325.0,458.0,1,1
instancia_mediana.json,120,0.9,0.05,27,350.0,440.0,1,1
instancia_mediana.json,120,0.9,0.05,28,267.0,455.0,2,2
instancia_mediana.json,120,0.9,0.05,29,325.0,459.0,1,1
instancia_mediana.json,120,0.9,0.1,0,350.0,479.0,1,1
instancia_mediana.json,120,0.9,0.1,1,325.0,482.0,1,1
instancia_mediana.json,120,0.9,0.1,2,350.0,468.0,1,1
instancia_mediana.json,120,0.9,0.1,3,350.0,570.0,1,1
instancia_mediana.json,120,0.9,0.1,4,275.0,484.0,1,1
instancia_mediana.json,120,0.9,0.1,5,350.0,517.0,1,1
instancia_mediana.json,120,0.9,0.1,6,300.0,439.0,1,1
instancia_mediana.json,120,0.9,0.1,7,350.0,474.0,1,1
instancia_mediana.json,120,0.9,0.1,8,350.0,467.0,1,1
instancia_mediana.json,120,0.9,0.1,9,325.0,445.0,1,1
instancia_mediana.json,120,0.9,0.1,10,375.0,480.0,1,1
instancia_mediana.json,120,0.9,0.1,11,350.0,472.0,1,1
instancia_mediana.json,120,0.9,0.1,12,350.0,490.0,1,1
instancia_mediana.json,120,0.9,0.1,13,324.0,466.0,2,2
instancia_mediana.json,120,0.9,0.1,14,300.0,465.0,1,1
instancia_mediana.json,120,0.9,0.1,15,350.0,450.0,1,1
instancia_mediana.json,120,0.9,0.1,16,350.0,518.0,1,1
instancia_mediana.json,120,0.9,0.1,17,350.0,464.0,1,1
instancia_mediana.json,120,0.9,0.1,18,375.0,460.0,1,1
instancia_mediana.json,120,0.9,0.1,19,350.0,463.0,1,1
instancia_mediana.json,120,0.9,0.1,20,275.0,466.0,1,1
instancia_mediana.json,120,0.9,0.1,21,350.0,474.0,1,1
instancia_mediana.json,120,0.9,0.1,22,325.0,493.0,1,1
instancia_mediana.json,120,0.9,0.1,23,275.0,475.0,1,1
instancia_mediana.json,120,0.9,0.1,24,275.0,469.0,1,1
instancia_mediana.json,120,0.9,0.1,25,350.0,466.0,1,1
instancia_mediana.json,120,0.9,0.1,26,350.0,452.0,1,1
instancia_mediana.json,120,0.9,0.1,27,300.0,478.0,1,1
instancia_mediana.json,120,0.9,0.1,28,350.0,487.0,1,1
instancia_mediana.json,120,0.9,0.1,29,275.0,457.0,1,1
instancia_mediana.json,120,0.9,0.2,0,350.0,454.0,1,1
instancia_mediana.json,120,0.9,0.2,1,300.0,463.0,1,1
instancia_mediana.json,120,0.9,0.2,2,325.0,476.0,1,1
instancia_mediana.json,120,0.9,0.2,3,300.0,465.0,1,1
instancia_mediana.json,120,0.9,0.2,4,350.0,463.0,1,1
instancia_mediana.json,120,0.9,0.2,5,300.0,465.0,1,1
instancia_mediana.json,120,0.9,0.2,6,323.0,472.0,2,2
instancia_mediana.json,120,0.9,0.2,7,350.0,523.0,1,1
instancia_mediana.json,120,0.9,0.2,8,350.0,502.0,1,1
instancia_mediana.json,120,0.9,0.2,9,300.0,450.0,1,1
instancia_mediana.json,120,0.9,0.2,10,350.0,486.0,1,1
instancia_mediana.json,120,0.9,0.2,11,325.0,447.0,1,1
instancia_mediana.json,120,0.9,0.2,12,350.0,512.0,1,1
instancia_mediana.json,120,0.9,0.2,13,300.0,493.0,1,1
instancia_mediana.json,120,0.9,0.2,14,350.0,548.0,1,1
instancia_mediana.json,120,0.9,0.2,15,350.0,507.0,1,1
instancia_mediana.json,120,0.9,0.2,16,350.0,481.0,1,1
instancia_mediana.json,120,0.9,0.2,17,375.0,469.0,1,1
instancia_mediana.json,120,0.9,0.2,18,350.0,523.0,1,1
instancia_mediana.json,120,0.9,0.2,19,350.0,458.0,1,1
instancia_mediana.json,120,0.9,0.2,20,350.0,561.0,1,1
instancia_mediana.json,120,0.9,0.2,21,350.0,579.0,1,1
instancia_mediana.json,120,0.9,0.2,22,350.0,509.0,1,1
instancia_mediana.json,120,0.9,0.2,23,350.0,474.0,1,1
instancia_mediana.json,120,0.9,0.2,24,275.0,465.0,1,1
instancia_mediana.json,120,0.9,0.2,25,350.0,490.0,1,1
instancia_mediana.json,120,0.9,0.2,26,350.0,558.0,1,1
instancia_mediana.json,120,0.9,0.2,27,350.0,487.0,1,1
instancia_mediana.json,120,0.9,0.2,28,350.0,488.0,1,1
instancia_mediana.json,120,0.9,0.2,29,350.0,476.0,1,1
instancia_mediana.json,120,1.0,0.05,0,275.0,441.0,1,1
instancia_mediana.json,120,1.0,0.05,1,350.0,483.0,1,1
instancia_mediana.json,120,1.0,0.05,2,325.0,504.0,1,1
instancia_mediana.json,120,1.0,0.05,3,350.0,529.0,1,1
instancia_mediana.json,120,1.0,0.05,4,275.0,465.0,1,1
instancia_mediana.json,120,1.0,0.05,5,300.0,471.0,1,1
instancia_mediana.json,120,1.0,0.05,6,300.0,550.0,1,1
instancia_mediana.json,120,1.0,0.05,7,325.0,446.0,1,1
instancia_mediana.json,120,1.0,0.05,8,350.0,504.0,1,1
instancia_mediana.json,120,1.0,0.05,9,325.0,489.0,1,1
instancia_mediana.json,120,1.0,0.05,10,375.0,497.0,1,1
instancia_mediana.json,120,1.0,0.05,11,350.0,570.0,1,1
instancia_mediana.json,120,1.0,0.05,12,324.0,494.0,2,2
instancia_mediana.json,120,1.0,0.05,13,350.0,531.0,1,1
instancia_mediana.json,120,1.0,0.05,14,348.0,551.0,2,2
instancia_mediana.json,120,1.0,0.05,15,325.0,513.0,1,1
instancia_mediana.json,120,1.0,0.05,16,350.0,457.0,1,1
instancia_mediana.json,120,1.0,0.05,17,280.0,480.0,2,2
instancia_mediana.json,120,1.0,0.05,18,350.0,518.0,1,1
instancia_mediana.json,120,1.0,0.05,19,325.0,467.0,1,1
instancia_mediana.json,120,1.0,0.05,20,350.0,543.0,1,1
instancia_mediana.json,120,1.0,0.05,21,350.0,444.0,1,1
instancia_mediana.json,120,1.0,0.05,22,375.0,457.0,1,1
instancia_mediana.json,120,1.0,0.05,23,275.0,435.0,1,1
instancia_mediana.json,120,1.0,0.05,24,300.0,461.0,1,1
instancia_mediana.json,120,1.0,0.05,25,350.0,498.0,1,1
instancia_mediana.json,120,1.0,0.05,26,350.0,453.0,1,1
instancia_mediana.json,120,1.0,0.05,27,350.0,533.0,1,1
instancia_mediana.json,120,1.0,0.05,28,350.0,526.0,1,1
instancia_mediana.json,120,1.0,0.05,29,225.0,598.0,1,1
instancia_mediana.json,120,1.0,0.1,0,350.0,430.0,1,1
instancia_mediana.json,120,1.0,0.1,1,350.0,520.0,1,1
instancia_mediana.json,120,1.0,0.1,2,349.0,488.0,2,2
instancia_mediana.json,120,1.0,0.1,3,323.0,487.0,2,2
instancia_mediana.json,120,1.0,0.1,4,350.0,516.0,1,1
instancia_mediana.json,120,1.0,0.1,5,350.0,447.0,1,1
instancia_mediana.json,120,1.0,0.1,6,350.0,491.0,1,1
instancia_mediana.json,120,1.0,0.1,7,350.0,510.0,1,1
instancia_mediana.json,120,1.0,0.1,8,350.0,461.0,1,1
instancia_mediana.json,120,1.0,0.1,9,350.0,513.0,1,1
instancia_mediana.json,120,1.0,0.1,10,350.0,466.0,1,1
instancia_mediana.json,120,1.0,0.1,11,350.0,521.0,1,1
instancia_mediana.json,120,1.0,0.1,12,350.0,527.0,1,1
instancia_mediana.json,120,1.0,0.1,13,325.0,455.0,1,1
instancia_mediana.json,120,1.0,0.1,14,350.0,521.0,1,1
instancia_mediana.json,120,1.0,0.1,15,325.0,440.0,1,1
instancia_mediana.json,120,1.0,0.1,16,375.0,479.0,1,1
instancia_mediana.json,120,1.0,0.1,17,350.0,451.0,1,1
instancia_mediana.json,120,1.0,0.1,18,350.0,445.0,1,1
instancia_mediana.json,120,1.0,0.1,19,346.0,496.0,2,2
instancia_mediana.json,120,1.0,0.1,20,350.0,495.0,1,1
instancia_mediana.json,120,1.0,0.1,21,374.0,521.0,2,2
instancia_mediana.json,120,1.0,0.1,22,350.0,452.0,1,1
instancia_mediana.json,120,1.0,0.1,23,350.0,468.0,1,1
instancia_mediana.json,120,1.0,0.1,24,350.0,487.0,1,1
instancia_mediana.json,120,1.0,0.1,25,275.0,482.0,1,1
instancia_mediana.json,120,1.0,0.1,26,300.0,467.0,1,1
instancia_mediana.json,120,1.0,0.1,27,350.0,489.0,1,1
instancia_mediana.json,120,1.0,0.1,28,350.0,475.0,1,1
instancia_mediana.json,120,1.0,0.1,29,350.0,457.0,1,1
instancia_mediana.json,120,1.0,0.2,0,350.0,537.0,1,1
instancia_mediana.json,120,1.0,0.2,1,350.0,519.0,1,1
instancia_mediana.json,120,1.0,0.2,2,350.0,531.0,1,1
instancia_mediana.json,120,1.0,0.2,3,350.0,498.0,1,1
instancia_mediana.json,120,1.0,0.2,4,350.0,541.0,1,1
instancia_mediana.json,120,1.0,0.2,5,300.0,459.0,1,1
instancia_mediana.json,120,1.0,0.2,6,350.0,502.0,1,1
instancia_mediana.json,120,1.0,0.2,7,300.0,465.0,1,1
instancia_mediana.json,120,1.0,0.2,8,350.0,546.0,1,1
instancia_mediana.json,120,1.0,0.2,9,350.0,483.0,1,1
instancia_mediana.json,120,1.0,0.2,10,325.0,507.0,1,1
instancia_mediana.json,120,1.0,0.2,11,350.0,543.0,1,1
instancia_mediana.json,120,1.0,0.2,12,350.0,478.0,1,1
instancia_mediana.json,120,1.0,0.2,13,350.0,534.0,1,1
instancia_mediana.json,120,1.0,0.2,14,300.0,452.0,1,1
instancia_mediana.json,120,1.0,0.2,15,350.0,487.0,1,1
instancia_mediana.json,120,1.0,0.2,16,350.0,498.0,1,1
instancia_mediana.json,120,1.0,0.2,17,350.0,493.0,1,1
instancia_mediana.json,120,1.0,0.2,18,350.0,540.0,1,1
instancia_mediana.json,120,1.0,0.2,19,375.0,528.0,1,1
instancia_mediana.json,120,1.0,0.2,20,350.0,475.0,1,1
instancia_mediana.json,120,1.0,0.2,21,350.0,516.0,1,1
instancia_mediana.json,120,1.0,0.2,22,350.0,493.0,1,1
instancia_mediana.json,120,1.0,0.2,23,325.0,491.0,1,1
instancia_mediana.json,120,1.0,0.2,24,350.0,500.0,1,1
instancia_mediana.json,120,1.0,0.2,25,350.0,479.0,1,1
instancia_mediana.json,120,1.0,0.2,26,350.0,479.0,1,1
instancia_mediana.json,120,1.0,0.2,27,350.0,499.0,1,1
instancia_mediana.json,120,1.0,0.2,28,350.0,525.0,1,1
instancia_mediana.json,120,1.0,0.2,29,350.0,446.0,1,1
instancia_mediana.json,200,0.7,0.05,0,300.0,560.0,1,1
instancia_mediana.json,200,0.7,0.05,1,369.0,632.0,2,2
instancia_mediana.json,200,0.7,0.05,2,350.0,599.0,1,1
instancia_mediana.json,200,0.7,0.05,3,300.0,554.0,1,1
instancia_mediana.json,200,0.7,0.05,4,325.0,570.0,1,1
instancia_mediana.json,200,0.7,0.05,5,350.0,586.0,1,1
instancia_mediana.json,200,0.7,0.05,6,350.0,640.0,1,1
instancia_mediana.json,200,0.7,0.05,7,300.0,567.0,1,1
instancia_mediana.json,200,0.7,0.05,8,350.0,627.0,1,1
instancia_mediana.json,200,0.7,0.05,9,350.0,617.0,1,1
instancia_mediana.json,200,0.7,0.05,10,350.0,605.0,1,1
instancia_mediana.json,200,0.7,0.05,11,375.0,578.0,1,1
instancia_mediana.json,200,0.7,0.05,12,250.0,604.0,1,1
instancia_mediana.json,200,0.7,0.05,13,300.0,568.0,1,1
instancia_mediana.json,200,0.7,0.05,14,275.0,594.0,1,1
instancia_mediana.json,200,0.7,0.05,15,350.0,609.0,1,1
instancia_mediana.json,200,0.7,0.05,16,275.0,604.0,1,1
instancia_mediana.json,200,0.7,0.05,17,275.0,587.0,1,1
instancia_mediana.json,200,0.7,0.05,18,325.0,587.0,1,1
instancia_mediana.json,200,0.7,0.05,19,350.0,601.0,1,1
instancia_mediana.json,200,0.7,0.05,20,350.0,596.0,1,1
instancia_mediana.json,200,0.7,0.05,21,300.0,581.0,1,1
instancia_mediana.json,200,0.7,0.05,22,319.0,539.0,2,2
instancia_mediana.json,200,0.7,0.05,23,350.0,596.0,1,1
instancia_mediana.json,200,0.7,0.05,24,334.0,652.0,2,2
instancia_mediana.json,200,0.7,0.05,25,300.0,587.0,1,1
instancia_mediana.json,200,0.7,0.05,26,350.0,605.0,1,1
instancia_mediana.json,200,0.7,0.05,27,300.0,639.0,1,1
instancia_mediana.json,200,0.7,0.05,28,350.0,611.0,1,1
instancia_mediana.json,200,0.7,0.05,29,334.0,646.0,2,2
instancia_mediana.json,200,0.7,0.1,0,325.0,584.0,1,1
instancia_mediana.json,200,0.7,0.1,1,350.0,611.0,1,1
instancia_mediana.json,200,0.7,0.1,2,350.0,583.0,1,1
instancia_mediana.json,200,0.7,0.1,3,350.0,602.0,1,1
instancia_mediana.json,200,0.7,0.1,4,350.0,597.0,1,1
instancia_mediana.json,200,0.7,0.1,5,348.0,649.0,2,2
instancia_mediana.json,200,0.7,0.1,6,275.0,578.0,1,1
instancia_mediana.json,200,0.7,0.1,7,325.0,606.0,1,1
instancia_mediana.json,200,0.7,0.1,8,350.0,595.0,1,1
instancia_mediana.json,200,0.7,0.1,9,275.0,583.0,1,1
instancia_mediana.json,200,0.7,0.1,10,350.0,583.0,1,1
instancia_mediana.json,200,0.7,0.1,11,250.0,589.0,1,1
instancia_mediana.json,200,0.7,0.1,12,323.0,706.0,2,2
instancia_mediana.json,200,0.7,0.1,13,350.0,595.0,1,1
instancia_mediana.json,200,0.7,0.1,14,325.0,577.0,1,1
instancia_mediana.json,200,0.7,0.1,15,300.0,572.0,1,1
instancia_mediana.json,200,0.7,0.1,16,325.0,598.0,1,1
instancia_mediana.json,200,0.7,0.1,17,350.0,613.0,1,1
instancia_mediana.json,200,0.7,0.1,18,350.0,630.0,1,1
instancia_mediana.json,200,0.7,0.1,19,350.0,586.0,1,1
instancia_mediana.json,200,0.7,0.1,20,350.0,558.0,1,1
instancia_mediana.json,200,0.7,0.1,21,250.0,561.0,1,1
instancia_mediana.json,200,0.7,0.1,22,350.0,610.0,1,1
instancia_mediana.json,200,0.7,0.1,23,350.0,629.0,1,1
instancia_mediana.json,200,0.7,0.1,24,300.0,603.0,1,1
instancia_mediana.json,200,0.7,0.1,25,350.0,610.0,1,1
instancia_mediana.json,200,0.7,0.1,26,300.0,615.0,1,1
instancia_mediana.json,200,0.7,0.1,27,325.0,626.0,1,1
instancia_mediana.json,200,0.7,0.1,28,350.0,576.0,1,1
instancia_mediana.json,200,0.7,0.1,29,350.0,591.0,1,1
instancia_mediana.json,200,0.7,0.2,0,350.0,618.0,1,1
instancia_mediana.json,200,0.7,0.2,1,350.0,619.0,1,1
instancia_mediana.json,200,0.7,0.2,2,375.0,621.0,1,1
instancia_mediana.json,200,0.7,0.2,3,350.0,609.0,1,1
instancia_mediana.json,200,0.7,0.2,4,350.0,649.0,1,1
instancia_mediana.json,200,0.7,0.2,5,350.0,676.0,1,1
instancia_mediana.json,200,0.7,0.2,6,350.0,593.0,1,1
instancia_mediana.json,200,0.7,0.2,7,350.0,625.0,1,1
instancia_mediana.json,200,0.7,0.2,8,350.0,610.0,1,1
instancia_mediana.json,200,0.7,0.2,9,350.0,615.0,1,1
instancia_mediana.json,200,0.7,0.2,10,350.0,644.0,1,1
instancia_mediana.json,200,0.7,0.2,11,350.0,627.0,1,1
instancia_mediana.json,200,0.7,0.2,12,275.0,616.0,1,1
instancia_mediana.json,200,0.7,0.2,13,348.0,582.0,2,2
instancia_mediana.json,200,0.7,0.2,14,350.0,648.0,1,1
instancia_mediana.json,200,0.7,0.2,15,334.0,612.0,2,2
instancia_mediana.json,200,0.7,0.2,16,350.0,607.0,1,1
instancia_mediana.json,200,0.7,0.2,17,350.0,629.0,1,1
instancia_mediana.json,200,0.7,0.2,18,342.0,608.0,2,2
instancia_mediana.json,200,0.7,0.2,19,350.0,646.0,1,1
instancia_mediana.json,200,0.7,0.2,20,324.0,625.0,2,2
instancia_mediana.json,200,0.7,0.2,21,350.0,621.0,1,1
instancia_mediana.json,200,0.7,0.2,22,325.0,590.0,1,1
instancia_mediana.json,200,0.7,0.2,23,300.0,602.0,1,1
instancia_mediana.json,200,0.7,0.2,24,350.0,621.0,1,1
instancia_mediana.json,200,0.7,0.2,25,325.0,600.0,1,1
instancia_mediana.json,200,0.7,0.2,26,300.0,625.0,1,1
instancia_mediana.json,200,0.7,0.2,27,317.0,587.0,2,2
instancia_mediana.json,200,0.7,0.2,28,350.0,636.0,1,1
instancia_mediana.json,200,0.7,0.2,29,350.0,593.0,1,1
instancia_mediana.json,200,0.9,0.05,0,350.0,671.0,1,1
instancia_mediana.json,200,0.9,0.05,1,350.0,660.0,1,1
instancia_mediana.json,200,0.9,0.05,2,326.0,652.0,2,2
instancia_mediana.json,200,0.9,0.05,3,350.0,620.0,1,1
instancia_mediana.json,200,0.9,0.05,4,275.0,595.0,1,1
instancia_mediana.json,200,0.9,0.05,5,350.0,658.0,1,1
instancia_mediana.json,200,0.9,0.05,6,300.0,617.0,1,1
instancia_mediana.json,200,0.9,0.05,7,300.0,610.0,1,1
instancia_mediana.json,200,0.9,0.05,8,375.0,674.0,1,1
instancia_mediana.json,200,0.9,0.05,9,298.0,633.0,2,2
instancia_mediana.json,200,0.9,0.05,10,350.0,601.0,1,1
instancia_mediana.json,200,0.9,0.05,11,325.0,609.0,1,1
instancia_mediana.json,200,0.9,0.05,12,350.0,689.0,1,1
instancia_mediana.json,200,0.9,0.05,13,300.0,660.0,1,1
instancia_mediana.json,200,0.9,0.05,14,325.0,612.0,1,1
instancia_mediana.json,200,0.9,0.05,15,375.0,607.0,1,1
instancia_mediana.json,200,0.9,0.05,16,325.0,603.0,1,1
instancia_mediana.json,200,0.9,0.05,17,350.0,610.0,1,1
instancia_mediana.json,200,0.9,0.05,18,350.0,627.0,1,1
instancia_mediana.json,200,0.9,0.05,19,323.0,622.0,2,2
instancia_mediana.json,200,0.9,0.05,20,375.0,604.0,1,1
